trans_id,account_id,date,type,operation_type,amount,balance,description,partner_bank,partner_account,district_id,frequency,account_open_date,client_id,district_name,region,population,average_salary,unemployment_rate,num_committed_crimes,account_open_year
1108945,3787,1993-04-07,CREDIT,CREDIT IN CASH,20950.0,44534.8,UNKNOWN,UNKNOWN,-999.0,70,MONTHLY STATEMENTS,1993-02-19,4567,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
1176389,4034,1993-04-07,CREDIT,CREDIT IN CASH,5080.0,27034.1,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-01-18,4862,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
649669,2220,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,6153.0,13406.0,PENSION,MN,42469984.0,16,MONTHLY STATEMENTS,1993-02-10,2689,Jindrichuv Hradec,South Bohemia,93931.0,8427.0,1.54,1913.0,1993
144849,485,1993-04-07,DEBIT,REMITTANCE TO ANOTHER BANK,3572.0,43305.0,INSURANCE PAYMENT,AB,20747721.0,6,STATEMENTS AFTER TRANSACTION,1993-01-04,583,Kutna Hora,Central Bohemia,77963.0,8546.0,4.02,3120.0,1993
129506,435,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,5039.0,15517.0,PENSION,MN,22131634.0,38,MONTHLY STATEMENTS,1993-01-08,523,Louny,North Bohemia,85852.0,8965.0,3.795808705850958,2822.0,1993
138716,465,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,12785.0,39921.3,UNKNOWN,UV,71654224.0,32,MONTHLY STATEMENTS,1993-02-04,559,Ceska Lipa,North Bohemia,105058.0,9272.0,3.22,4505.0,1993
603924,2056,1993-04-07,CREDIT,CREDIT IN CASH,200.0,200.0,UNKNOWN,UNKNOWN,-999.0,58,MONTHLY STATEMENTS,1993-04-07,2495,Jihlava,South Moravia,109164.0,8757.0,3.95,2471.0,1993
347547,1179,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,4212.0,13336.0,PENSION,WX,72322171.0,74,MONTHLY STATEMENTS,1993-01-23,1419,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
1150611,3935,1993-04-07,CREDIT,CREDIT IN CASH,700.0,23436.0,UNKNOWN,UNKNOWN,-999.0,23,MONTHLY STATEMENTS,1993-03-08,4745,Cheb,West Bohemia,87419.0,8624.0,2.66,3198.0,1993
826816,2817,1993-04-07,CREDIT,CREDIT IN CASH,13672.0,13672.0,UNKNOWN,UNKNOWN,-999.0,56,MONTHLY STATEMENTS,1993-04-07,3404,Breclav,South Moravia,124605.0,8772.0,3.950900193186076,3158.0,1993
826812,2817,1993-04-07,CREDIT,CREDIT IN CASH,200.0,13872.0,UNKNOWN,UNKNOWN,-999.0,56,MONTHLY STATEMENTS,1993-04-07,3404,Breclav,South Moravia,124605.0,8772.0,3.950900193186076,3158.0,1993
148421,496,1993-04-07,CREDIT,CREDIT IN CASH,5404.0,20816.3,UNKNOWN,UNKNOWN,-999.0,69,MONTHLY STATEMENTS,1993-02-26,596,Jesenik,North Moravia,42821.0,8173.0,7.01,888.0,1993
118143,396,1993-04-07,CREDIT,CREDIT IN CASH,1100.0,25368.0,UNKNOWN,UNKNOWN,-999.0,21,MONTHLY STATEMENTS,1993-03-08,478,Tabor,South Bohemia,103347.0,9104.0,2.07,2354.0,1993
542219,1844,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,3242.0,13511.8,UNKNOWN,ST,42988401.0,44,MONTHLY STATEMENTS,1993-01-06,2236,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
541685,1843,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,17632.0,49329.8,UNKNOWN,QR,76294219.0,12,MONTHLY STATEMENTS,1993-01-30,2235,Pribram,Central Bohemia,107870.0,8754.0,4.31,3868.0,1993
790138,2694,1993-04-07,CREDIT,CREDIT IN CASH,5500.0,23839.1,UNKNOWN,UNKNOWN,-999.0,7,MONTHLY STATEMENTS,1993-03-08,3251,Melnik,Central Bohemia,94725.0,8836.006723256412,2.87,4846.0,1993
1271884,4350,1993-04-07,CREDIT,CREDIT IN CASH,17565.0,18565.0,UNKNOWN,UNKNOWN,-999.0,63,MONTHLY STATEMENTS,1993-04-04,5241,Vyskov,South Moravia,86513.0,8288.0,4.52,1460.0,1993
330522,1126,1993-04-07,CREDIT,CREDIT IN CASH,7500.0,12787.0,UNKNOWN,UNKNOWN,-999.0,56,MONTHLY STATEMENTS,1993-03-08,1352,Breclav,South Moravia,124605.0,8772.0,3.950900193186076,3158.0,1993
682550,2330,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,3395.0,10385.0,UNKNOWN,ST,18759459.0,54,MONTHLY STATEMENTS,1993-01-19,2818,Brno - Mesto,South Moravia,387570.0,9945.41831147667,1.96,18696.0,1993
1068644,3651,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,5081.0,10962.0,PENSION,WX,38447165.0,23,MONTHLY STATEMENTS,1993-02-27,4402,Cheb,West Bohemia,87419.0,8624.0,2.66,3198.0,1993
557859,1898,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,10266.0,11266.0,UNKNOWN,MN,49335420.0,70,MONTHLY STATEMENTS,1993-04-01,2305,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
1028006,3510,1993-04-07,CREDIT,CREDIT IN CASH,3400.0,25569.5,UNKNOWN,UNKNOWN,-999.0,41,MONTHLY STATEMENTS,1993-01-07,4238,Usti Nad Labem,North Bohemia,118650.0,9832.0,4.48,3782.711105731648,1993
1028984,3514,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,3399.0,10826.8,UNKNOWN,GH,67514222.0,7,MONTHLY STATEMENTS,1993-02-03,4243,Melnik,Central Bohemia,94725.0,8836.006723256412,2.87,4846.0,1993
375034,1276,1993-04-07,DEBIT,WITHDRAWAL IN CASH,3300.0,26046.8,UNKNOWN,UNKNOWN,-999.0,36,MONTHLY STATEMENTS,1993-01-07,1540,Liberec,North Bohemia,159617.0,9198.0,4.28,6132.0,1993
1092161,3734,1993-04-07,CREDIT,CREDIT IN CASH,8700.0,14657.4,UNKNOWN,UNKNOWN,-999.0,43,MONTHLY STATEMENTS,1993-03-08,4506,Hradec Kralove,East Bohemia,161854.0,9425.0,2.5,3891.0,1993
113876,385,1993-04-07,CREDIT,CREDIT IN CASH,1000.0,1000.0,UNKNOWN,UNKNOWN,-999.0,5,MONTHLY STATEMENTS,1993-04-07,465,Kolin,Central Bohemia,95616.0,9307.0,4.43,1920.2728612782703,1993
579377,1972,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,5298.0,21658.6,PENSION,UV,14132887.0,77,MONTHLY STATEMENTS,1993-01-02,2397,UNKNOWN,UNKNOWN,270325.6923766816,9482.017842576011,3.5716535042724127,16486.170933462032,1993
469895,1601,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,4042.0,8584.0,PENSION,CD,45886778.0,10,MONTHLY STATEMENTS,1993-02-09,1941,Praha - Vychod,Central Bohemia,92084.0,10124.0,0.54,1630.6429573233727,1993
699590,2393,1993-04-07,DEBIT,WITHDRAWAL IN CASH,6900.0,29460.3,UNKNOWN,UNKNOWN,-999.0,10,MONTHLY STATEMENTS,1993-01-07,2889,Praha - Vychod,Central Bohemia,92084.0,10124.0,0.54,1630.6429573233727,1993
1897320,6425,1993-04-07,CREDIT,CREDIT IN CASH,12368.0,13068.0,UNKNOWN,UNKNOWN,-999.0,31,MONTHLY STATEMENTS,1993-03-29,7753,Tachov,West Bohemia,51313.0,8671.609263113787,4.2,1452.0,1993
3122928,10364,1993-04-07,CREDIT,CREDIT IN CASH,14493.0,44118.1,UNKNOWN,UNKNOWN,-999.0,55,MONTHLY STATEMENTS,1993-01-17,12754,Brno - Venkov,South Moravia,157042.0,9072.274638280678,2.43,3894.0,1993
527447,1801,1993-04-07,CREDIT,CREDIT IN CASH,20562.0,89045.8,UNKNOWN,UNKNOWN,-999.0,46,MONTHLY STATEMENTS,1993-02-13,2181,Nachod,East Bohemia,112709.0,8369.0,2.31,2618.0,1993
455167,1545,1993-04-07,CREDIT,CREDIT IN CASH,14000.0,14200.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-03-08,1874,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
275976,944,1993-04-07,CREDIT,CREDIT IN CASH,3600.0,21083.2,UNKNOWN,UNKNOWN,-999.0,70,MONTHLY STATEMENTS,1993-03-08,1138,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
326330,1115,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,3440.0,3740.0,UNKNOWN,CD,66125869.0,34,MONTHLY STATEMENTS,1993-03-27,1337,Chomutov,North Bohemia,125236.0,9675.0,7.68,5190.0,1993
292057,1000,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,31348.0,73901.5,UNKNOWN,ST,87163465.0,77,MONTHLY STATEMENTS,1993-01-25,1204,UNKNOWN,UNKNOWN,270325.6923766816,9482.017842576011,3.5716535042724127,16486.170933462032,1993
737262,2519,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,5544.0,17132.0,PENSION,GH,5454445.0,4,MONTHLY STATEMENTS,1993-01-15,3041,Kladno,Central Bohemia,149893.0,9753.0,5.05,6312.463514483,1993
2775583,9188,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,12710.0,30019.5,UNKNOWN,GH,78292494.0,45,MONTHLY STATEMENTS,1993-02-08,11314,Jicin,East Bohemia,77917.0,8390.0,3.543063639963991,2122.0,1993
893649,3047,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,3474.0,7548.0,UNKNOWN,KL,47210419.0,16,MONTHLY STATEMENTS,1993-02-17,3684,Jindrichuv Hradec,South Bohemia,93931.0,8427.0,1.54,1913.0,1993
462815,1575,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,5448.0,11796.0,PENSION,IJ,85748850.0,1,MONTHLY STATEMENTS,1993-02-27,1908,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
710438,2429,1993-04-07,DEBIT,WITHDRAWAL IN CASH,3700.0,31283.5,UNKNOWN,UNKNOWN,-999.0,61,MONTHLY STATEMENTS,1993-02-06,2935,Trebic,South Moravia,117897.0,8814.0,5.74,2059.0,1993
519755,1775,1993-04-07,CREDIT,COLLECTION FROM ANOTHER BANK,6932.0,14764.0,PENSION,WX,16577571.0,17,MONTHLY STATEMENTS,1993-02-27,2152,Pelhrimov,South Bohemia,74062.0,8114.0,2.62,1181.0,1993
242370,830,1993-04-08,CREDIT,CREDIT IN CASH,16623.0,35601.9,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-02-08,999,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
144705,485,1993-04-08,DEBIT,REMITTANCE TO ANOTHER BANK,7421.0,35884.0,HOUSEHOLD,EF,89687889.0,6,STATEMENTS AFTER TRANSACTION,1993-01-04,583,Kutna Hora,Central Bohemia,77963.0,8546.0,4.02,3120.0,1993
183009,623,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,3108.0,3308.0,UNKNOWN,WX,12306362.0,1,MONTHLY STATEMENTS,1993-03-24,748,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
340705,1157,1993-04-08,CREDIT,CREDIT IN CASH,5588.0,6288.0,UNKNOWN,UNKNOWN,-999.0,7,MONTHLY STATEMENTS,1993-03-27,1391,Melnik,Central Bohemia,94725.0,8836.006723256412,2.87,4846.0,1993
1345138,4596,1993-04-08,CREDIT,CREDIT IN CASH,12200.0,12900.0,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-03-09,5539,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
1238921,4240,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,27666.0,69443.1,UNKNOWN,EF,17497700.0,50,MONTHLY STATEMENTS,1993-02-08,5111,Svitavy,East Bohemia,102609.0,8187.0,5.45,2134.0,1993
220044,748,1993-04-08,CREDIT,CREDIT IN CASH,700.0,700.0,UNKNOWN,UNKNOWN,-999.0,10,MONTHLY STATEMENTS,1993-04-08,896,Praha - Vychod,Central Bohemia,92084.0,10124.0,0.54,1630.6429573233727,1993
123333,415,1993-04-08,CREDIT,CREDIT IN CASH,13110.0,31463.6,UNKNOWN,UNKNOWN,-999.0,25,MONTHLY STATEMENTS,1993-03-03,501,Klatovy,West Bohemia,88757.0,8554.0,2.68,2218.0,1993
434656,1477,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,3151.0,10176.0,UNKNOWN,KL,92373114.0,1,MONTHLY STATEMENTS,1993-02-08,1790,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
2501880,8260,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,37435.0,37635.0,UNKNOWN,MN,92527162.0,31,MONTHLY STATEMENTS,1993-03-24,10198,Tachov,West Bohemia,51313.0,8671.609263113787,4.2,1452.0,1993
294484,1006,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,3737.0,19821.4,UNKNOWN,WX,6088287.0,6,MONTHLY STATEMENTS,1993-02-08,1210,Kutna Hora,Central Bohemia,77963.0,8546.0,4.02,3120.0,1993
727564,2488,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,3046.0,3446.0,UNKNOWN,AB,94842952.0,5,MONTHLY STATEMENTS,1993-04-06,3003,Kolin,Central Bohemia,95616.0,9307.0,4.43,1920.2728612782703,1993
2442702,8051,1993-04-08,DEBIT,WITHDRAWAL IN CASH,13700.0,37958.9,UNKNOWN,UNKNOWN,-999.0,1,WEEKLY STATEMENTS,1993-02-07,9945,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
374593,1276,1993-04-08,CREDIT,CREDIT IN CASH,6774.0,32820.8,UNKNOWN,UNKNOWN,-999.0,36,MONTHLY STATEMENTS,1993-01-07,1540,Liberec,North Bohemia,159617.0,9198.0,4.28,6132.0,1993
766565,2618,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,6559.0,7159.0,PENSION,GH,36180985.0,60,MONTHLY STATEMENTS,1993-03-21,3159,Prostejov,South Moravia,110643.0,8441.0,4.48,2252.0,1993
612715,2087,1993-04-08,DEBIT,WITHDRAWAL IN CASH,2300.0,25471.1,UNKNOWN,UNKNOWN,-999.0,7,WEEKLY STATEMENTS,1993-01-08,2530,Melnik,Central Bohemia,94725.0,8836.006723256412,2.87,4846.0,1993
882365,3007,1993-04-08,CREDIT,CREDIT IN CASH,22452.0,57001.1,UNKNOWN,UNKNOWN,-999.0,16,MONTHLY STATEMENTS,1993-02-02,3632,Jindrichuv Hradec,South Bohemia,93931.0,8427.0,1.54,1913.0,1993
275679,944,1993-04-08,CREDIT,CREDIT IN CASH,16927.0,38010.2,UNKNOWN,UNKNOWN,-999.0,70,MONTHLY STATEMENTS,1993-03-08,1138,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
1048372,3586,1993-04-08,CREDIT,CREDIT IN CASH,12951.0,13251.0,UNKNOWN,UNKNOWN,-999.0,59,MONTHLY STATEMENTS,1993-03-27,4328,Kromeriz,South Moravia,108871.0,8444.0,3.47,2305.0,1993
622123,2122,1993-04-08,DEBIT,WITHDRAWAL IN CASH,26200.0,48204.3,UNKNOWN,UNKNOWN,-999.0,68,MONTHLY STATEMENTS,1993-01-08,2566,Frydek - Mistek,North Moravia,228848.0,9893.0,4.72,12703.935555370572,1993
588182,2002,1993-04-08,CREDIT,CREDIT IN CASH,400.0,400.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-04-08,2432,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
850027,2895,1993-04-08,CREDIT,CREDIT IN CASH,500.0,18990.6,UNKNOWN,UNKNOWN,-999.0,19,MONTHLY STATEMENTS,1993-03-09,3499,Prachatice,South Bohemia,51428.0,8402.0,3.98,1099.0,1993
251237,862,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,44333.0,95032.7,UNKNOWN,YZ,2834439.0,64,WEEKLY STATEMENTS,1993-02-02,1039,Zlin,South Moravia,197099.0,9624.0,4.78378482932121,4265.0,1993
201781,686,1993-04-08,CREDIT,CREDIT IN CASH,10533.0,11633.0,UNKNOWN,UNKNOWN,-999.0,41,MONTHLY STATEMENTS,1993-04-04,823,Usti Nad Labem,North Bohemia,118650.0,9832.0,4.48,3782.711105731648,1993
1021465,3487,1993-04-08,DEBIT,WITHDRAWAL IN CASH,9600.0,37271.4,UNKNOWN,UNKNOWN,-999.0,41,MONTHLY STATEMENTS,1993-01-08,4215,Usti Nad Labem,North Bohemia,118650.0,9832.0,4.48,3782.711105731648,1993
3402668,11295,1993-04-08,CREDIT,CREDIT IN CASH,18347.0,49343.6,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-01-21,13886,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
929612,3168,1993-04-08,CREDIT,COLLECTION FROM ANOTHER BANK,6303.0,13606.0,PENSION,AB,54928976.0,39,MONTHLY STATEMENTS,1993-02-20,3831,Most,North Bohemia,119895.0,10446.0,9.4,4743.0,1993
655712,2241,1993-04-09,DEBIT,WITHDRAWAL IN CASH,4500.0,27628.6,UNKNOWN,UNKNOWN,-999.0,6,MONTHLY STATEMENTS,1993-02-08,2714,Kutna Hora,Central Bohemia,77963.0,8546.0,4.02,3120.0,1993
2350079,7753,1993-04-09,DEBIT,WITHDRAWAL IN CASH,27500.0,52103.4,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-02-08,9593,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
269816,925,1993-04-09,CREDIT,CREDIT IN CASH,18500.0,41721.8,UNKNOWN,UNKNOWN,-999.0,59,MONTHLY STATEMENTS,1993-02-23,1114,Kromeriz,South Moravia,108871.0,8444.0,3.47,2305.0,1993
298982,1019,1993-04-09,CREDIT,CREDIT IN CASH,19746.0,54989.0,UNKNOWN,UNKNOWN,-999.0,52,MONTHLY STATEMENTS,1993-01-21,1223,Usti Nad Orlici,East Bohemia,139012.0,8363.0,3.49,5437.817935938977,1993
242558,830,1993-04-09,DEBIT,WITHDRAWAL IN CASH,6400.0,29201.9,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-02-08,999,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
1075589,3675,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,46099.0,46799.0,UNKNOWN,QR,52950161.0,64,MONTHLY STATEMENTS,1993-03-20,4429,Zlin,South Moravia,197099.0,9624.0,4.78378482932121,4265.0,1993
1076500,3678,1993-04-09,CREDIT,CREDIT IN CASH,8901.0,9701.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-03-24,4433,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
776275,2647,1993-04-09,DEBIT,WITHDRAWAL IN CASH,1200.0,24957.2,UNKNOWN,UNKNOWN,-999.0,73,MONTHLY STATEMENTS,1993-02-08,3193,Opava,North Moravia,182027.0,8746.0,3.74,4433.0,1993
538176,1830,1993-04-09,DEBIT,WITHDRAWAL IN CASH,3600.0,28235.8,UNKNOWN,UNKNOWN,-999.0,10,MONTHLY STATEMENTS,1993-02-08,2220,Praha - Vychod,Central Bohemia,92084.0,10124.0,0.54,1630.6429573233727,1993
1239178,4240,1993-04-09,DEBIT,WITHDRAWAL IN CASH,22300.0,47143.1,UNKNOWN,UNKNOWN,-999.0,50,MONTHLY STATEMENTS,1993-02-08,5111,Svitavy,East Bohemia,102609.0,8187.0,5.45,2134.0,1993
577123,1965,1993-04-09,CREDIT,CREDIT IN CASH,300.0,21363.0,UNKNOWN,UNKNOWN,-999.0,57,STATEMENTS AFTER TRANSACTION,1993-02-08,2390,Hodonin,South Moravia,161954.0,8720.0,4.5,3651.0,1993
1614711,5483,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,16002.0,17102.0,UNKNOWN,QR,6313664.0,13,MONTHLY STATEMENTS,1993-03-28,6619,Rakovnik,Central Bohemia,53921.0,8681.475040049445,3.26,1875.0,1993
1657647,5622,1993-04-09,DEBIT,WITHDRAWAL IN CASH,36800.0,61361.8,UNKNOWN,UNKNOWN,-999.0,70,MONTHLY STATEMENTS,1993-02-08,6789,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
749690,2555,1993-04-09,CREDIT,CREDIT IN CASH,2900.0,23081.5,UNKNOWN,UNKNOWN,-999.0,53,MONTHLY STATEMENTS,1993-03-10,3085,Blansko,South Moravia,107911.0,8240.0,3.56,1903.0,1993
293963,1005,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,34483.0,63893.6,UNKNOWN,QR,48252707.0,54,WEEKLY STATEMENTS,1993-02-23,1209,Brno - Mesto,South Moravia,387570.0,9945.41831147667,1.96,18696.0,1993
294998,1006,1993-04-09,CREDIT,CREDIT IN CASH,2000.0,21821.4,UNKNOWN,UNKNOWN,-999.0,6,MONTHLY STATEMENTS,1993-02-08,1210,Kutna Hora,Central Bohemia,77963.0,8546.0,4.02,3120.0,1993
332448,1132,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,48098.0,103157.3,UNKNOWN,ST,32223415.0,1,WEEKLY STATEMENTS,1993-02-03,1359,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
259751,890,1993-04-09,CREDIT,CREDIT IN CASH,7041.0,32833.2,UNKNOWN,UNKNOWN,-999.0,14,MONTHLY STATEMENTS,1993-02-05,1072,Ceske Budejovice,South Bohemia,177686.0,10045.0,1.71,6295.0,1993
260355,892,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,6177.0,7077.0,PENSION,IJ,90831237.0,70,MONTHLY STATEMENTS,1993-03-20,1075,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
810133,2762,1993-04-09,CREDIT,CREDIT IN CASH,49303.0,103464.0,UNKNOWN,UNKNOWN,-999.0,19,MONTHLY STATEMENTS,1993-03-20,3335,Prachatice,South Bohemia,51428.0,8402.0,3.98,1099.0,1993
858388,2926,1993-04-09,CREDIT,CREDIT IN CASH,10584.0,36597.2,UNKNOWN,UNKNOWN,-999.0,50,MONTHLY STATEMENTS,1993-01-14,3534,Svitavy,East Bohemia,102609.0,8187.0,5.45,2134.0,1993
1091938,3734,1993-04-09,CREDIT,CREDIT IN CASH,4939.0,19596.3,UNKNOWN,UNKNOWN,-999.0,43,MONTHLY STATEMENTS,1993-03-08,4506,Hradec Kralove,East Bohemia,161854.0,9425.0,2.5,3891.0,1993
73951,244,1993-04-09,CREDIT,CREDIT IN CASH,3600.0,22488.0,UNKNOWN,UNKNOWN,-999.0,24,MONTHLY STATEMENTS,1993-02-08,295,Karlovy Vary,West Bohemia,122603.0,8991.0,2.01,5273.0,1993
110787,374,1993-04-09,DEBIT,WITHDRAWAL IN CASH,13600.0,42716.1,UNKNOWN,UNKNOWN,-999.0,38,MONTHLY STATEMENTS,1993-01-09,454,Louny,North Bohemia,85852.0,8965.0,3.795808705850958,2822.0,1993
63716,212,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,49590.0,104697.3,UNKNOWN,IJ,58325630.0,27,WEEKLY STATEMENTS,1993-01-20,255,Plzen - Jih,West Bohemia,67298.0,8561.0,1.29,1127.0,1993
65998,220,1993-04-09,CREDIT,CREDIT IN CASH,400.0,400.0,UNKNOWN,UNKNOWN,-999.0,72,MONTHLY STATEMENTS,1993-04-09,265,Olomouc,North Moravia,226122.0,9333.878734162889,4.79,9208.0,1993
581703,1979,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,3021.0,9963.0,UNKNOWN,UV,38265723.0,26,MONTHLY STATEMENTS,1993-01-11,2404,Plzen - Mesto,West Bohemia,170449.0,10787.0,4.8853923824070264,6261.0,1993
494945,1688,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,5439.0,11678.0,PENSION,QR,99495708.0,70,MONTHLY STATEMENTS,1993-02-27,2049,Karvina,North Moravia,285387.0,10177.0,7.75,10108.0,1993
771039,2632,1993-04-09,CREDIT,CREDIT IN CASH,14264.0,47593.3,UNKNOWN,UNKNOWN,-999.0,24,MONTHLY STATEMENTS,1993-01-02,3177,Karlovy Vary,West Bohemia,122603.0,8991.0,2.01,5273.0,1993
1084400,3704,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,6242.0,19226.0,PENSION,AB,11927444.0,75,MONTHLY STATEMENTS,1993-01-24,4466,Prerov,North Moravia,138032.0,8819.0,5.66,4505.0,1993
1080841,3691,1993-04-09,CREDIT,COLLECTION FROM ANOTHER BANK,6540.0,13480.0,PENSION,WX,86339687.0,50,MONTHLY STATEMENTS,1993-02-19,4451,Svitavy,East Bohemia,102609.0,8187.0,5.45,2134.0,1993
1162316,3980,1993-04-09,CREDIT,CREDIT IN CASH,8555.0,9355.0,UNKNOWN,UNKNOWN,-999.0,75,MONTHLY STATEMENTS,1993-04-03,4799,Prerov,North Moravia,138032.0,8819.0,5.66,4505.0,1993
2776159,9188,1993-04-09,DEBIT,WITHDRAWAL IN CASH,2400.0,27619.5,UNKNOWN,UNKNOWN,-999.0,45,MONTHLY STATEMENTS,1993-02-08,11314,Jicin,East Bohemia,77917.0,8390.0,3.543063639963991,2122.0,1993
506719,1730,1993-04-09,DEBIT,WITHDRAWAL IN CASH,400.0,20567.0,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-01-09,2099,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
847085,2884,1993-04-09,DEBIT,WITHDRAWAL IN CASH,700.0,20407.2,UNKNOWN,UNKNOWN,-999.0,1,MONTHLY STATEMENTS,1993-02-08,3486,Hl.M. Praha,Prague,1204953.0,12541.0,0.43,99107.0,1993
419277,1422,1993-04-09,CREDIT,CREDIT IN CASH,400.0,400.0,UNKNOWN,UNKNOWN,-999.0,68,MONTHLY STATEMENTS,1993-04-09,1724,Frydek - Mistek,North Moravia,228848.0,9893.0,4.72,12703.935555370572,1993
192100,652,1993-04-09,CREDIT,CREDIT IN CASH,13851.0,46718.5,UNKNOWN,UNKNOWN,-999.0,21,MONTHLY STATEMENTS,1993-01-05,782,Tabor,South Bohemia,103347.0,9104.0,2.07,2354.0,1993
1117251,3818,1993-04-09,CREDIT,CREDIT IN CASH,17366.0,53481.3,UNKNOWN,UNKNOWN,-999.0,74,MONTHLY STATEMENTS,1993-01-01,4601,Ostrava - Mesto,North Moravia,323870.0,10673.0,5.44,18347.0,1993
696166,2379,1993-04-10,DEBIT,WITHDRAWAL IN CASH,500.0,26961.4,UNKNOWN,UNKNOWN,-999.0,44,MONTHLY STATEMENTS,1993-01-10,2874,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
695724,2379,1993-04-10,CREDIT,CREDIT IN CASH,5072.0,27461.4,UNKNOWN,UNKNOWN,-999.0,44,MONTHLY STATEMENTS,1993-01-10,2874,Chrudim,East Bohemia,105606.0,8254.0,3.76,2325.0,1993
555300,1891,1993-04-10,CREDIT,CREDIT IN CASH,800.0,800.0,UNKNOWN,UNKNOWN,-999.0,32,MONTHLY STATEMENTS,1993-04-10,2294,Ceska Lipa,North Bohemia,105058.0,9272.0,3.22,4505.0,1993
